UID,AN,PID,DN,DP,TN,RL,packageName,version,flagType,partitionId,user,name,intVal,boolVal,floatVal,stringVal,extensionVal,committed
"(UID, 1b1b8b9a22a8ee2)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 505)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__oauthScopes)","(intVal, None)","(boolVal, None)","(floatVal, None)","(stringVal, https://www.googleapis.com/auth/playatoms)","(extensionVal, None)","(committed, 0)"
"(UID, 8181a42baef711b)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 506)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__oneOffSyncWhenChargingAndOnWifiKillSwitch)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, 1643cf2f9b86ed3)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 507)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__rescheduleDomainFilterUpdatesOnFlagValueChange)","(intVal, None)","(boolVal, 0)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, ec27dfd9817cd9d)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 508)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__settingsPageClassName)","(intVal, None)","(boolVal, None)","(floatVal, None)","(stringVal, com.google.android.finsky.instantapps.SettingsActivity)","(extensionVal, None)","(committed, 0)"
"(UID, 7e486632e1ca9f5)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 509)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__settingsPagePackage)","(intVal, None)","(boolVal, None)","(floatVal, None)","(stringVal, com.android.vending)","(extensionVal, None)","(committed, 0)"
"(UID, 44de24734e01548)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 510)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__silentFeedbackDomainFilterSampleRate)","(intVal, None)","(boolVal, None)","(floatVal, 0.001)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, 8b667f62675dff5)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 511)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__silentFeedbackSampleRate)","(intVal, None)","(boolVal, None)","(floatVal, 0.2)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, 2a13d8cc1fbcc01)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 512)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__silentFeedbackUserPrefsSampleRate)","(intVal, None)","(boolVal, None)","(floatVal, 0.1)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, 0eb07683073f417)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 513)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__timeBetweenOptinPromptsMs)","(intVal, 604800000)","(boolVal, None)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, 1c9aa6582c21c60)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 514)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__useAppInfoCacheKey)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, 555595fc38fcfc9)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 515)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__useConnectionlessSilentFeedbackApi)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, 23b7ab788af702a)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 516)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__useSimplifiedRoutingForDevelopment)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 0)"
"(UID, d128d7ee17325b5)","(AN, Google Play Services)","(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 517)","(packageName, com.google.android.gms.instantapps)","(version, 232)","(flagType, 0)","(partitionId, 0)","(user, heisenbergcarro@gmail.com)","(name, Legacy__whitelistedServiceIdsV12Plus)","(intVal, None)","(boolVal, None)","(floatVal, None)","(stringVal, 44,68,8,71,88,40,24,11,67,65,4,27,91,93,112,64,23,41,95,10,46,83,123,1)","(extensionVal, None)","(committed, 0)"
